N,P,K,temperature,humidity,ph,durationmonths,rainfall,period,label
114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,48,193.586623300000000,year-round,coffee
117.0,26.0,30.0,27.92374437,67.96910852,7.079850922000000,48,115.232553100000000,year-round,coffee
111.0,29.0,31.0,26.05968403,52.31098539,6.136286518000000,48,161.343253500000000,year-round,coffee
119.0,30.0,28.0,26.35770906,64.57578034,6.5052037,48,163.626950,year-round,coffee
116.0,40.0,33.0,24.91370487,54.15319242,7.04208949200000,48,129.548114400000000,year-round,coffee
95.0,37.0,35.0,27.31317116,68.423339,6.34833751900000,48,192.428813900000000,year-round,coffee
86.0,40.0,33.0,26.138786900000000,52.26311691,7.432322234000000,48,136.302776600000000,year-round,coffee
117.0,37.0,32.0,23.106938500000000,67.06230539,6.787658922000000,48,162.576961,year-round,coffee
105.0,18.0,35.0,23.52648086,68.44030686,6.743417121000000,48,171.883993800000000,year-round,coffee
109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,48,194.877347900000000,year-round,coffee
80.0,18.0,31.0,24.02952505,58.84880599,7.303033217000000,48,134.680396900000000,year-round,coffee
101.0,31.0,26.0,26.70897548,69.71184111,6.861235184000000,48,158.860889,year-round,coffee
103.0,33.0,33.0,26.71717393,50.50148528,7.131435858000000,48,126.807398400000000,year-round,coffee
93.0,26.0,27.0,24.59245684,56.46829641,7.288211994000000,48,137.704405,year-round,coffee
104.0,35.0,28.0,27.51006055,50.66687215,6.983732393000000,48,143.995554800000000,year-round,coffee
116.0,36.0,25.0,27.57847581,58.52534263,6.172090205000000,48,156.681037400000000,year-round,coffee
107.0,38.0,29.0,26.65069302,57.56695719,6.35118177,48,145.105065000,year-round,coffee
101.0,33.0,33.0,26.97251562,62.018362700000000,6.90867137900000,48,142.861079300000000,year-round,coffee
107.0,31.0,31.0,23.17124551,52.97841162,6.766184468000000,48,153.120164,year-round,coffee
99.0,16.0,30.0,23.52652084,65.44340921,6.392791654000000,48,186.172820300000000,year-round,coffee
103.0,40.0,30.0,27.30901814,55.196224000,6.3483163,48,141.483164,year-round,coffee
118.0,31.0,34.0,27.54823036,62.88179198,6.12379605700000,48,181.417081200000000,year-round,coffee
106.0,21.0,35.0,25.627355000,57.04151119,7.4285236,48,188.550653600000000,year-round,coffee
116.0,38.0,34.0,23.29250318,50.04557009,6.020947179000000,48,183.468585000,year-round,coffee
97.0,35.0,26.0,24.91461008,53.74144743,6.334610249000000,48,166.254930700000000,year-round,coffee
107.0,34.0,32.0,26.77463708,66.413268600000000,6.78006386,48,177.774507500000000,year-round,coffee
99.0,15.0,27.0,27.41711238,56.63636248,6.086922359000000,48,127.924610,year-round,coffee
118.0,33.0,30.0,24.13179691,67.22512329,6.362607851000000,48,173.322839,year-round,coffee
117.0,32.0,34.0,26.272418400000000,52.12739421,6.758792552000000,48,127.175292800000000,year-round,coffee
104.0,18.0,30.0,23.60301571,60.39647474,6.77983261100000,48,140.937041500000000,year-round,coffee
133.0,47.0,24.0,24.40228894,79.19732001,7.231324765000000,6,90.802235600000000,spring,cotton
136.0,36.0,20.0,23.09595631,84.86275707,6.92541237700000,6,71.29581071,spring,cotton
104.0,47.0,18.0,23.965634900000000,76.97696717,7.633437412000000,6,90.75616738,spring,cotton
133.0,47.0,23.0,24.88738107,75.62137159,6.827354668000000,6,89.76050416,spring,cotton
126.0,38.0,23.0,25.36243778,83.63276077,6.176716425000000,6,88.43618918,spring,cotton
126.0,50.0,19.0,24.69457084,81.735887600000000,6.6287228,6,78.58494391,spring,cotton
113.0,41.0,20.0,25.001718800000000,80.53965818,7.256877571000000,6,96.32600992,spring,cotton
121.0,45.0,22.0,22.45942937,81.30681027,6.443785385000000,6,64.23026638,spring,cotton
121.0,47.0,16.0,23.60564038,79.29573149,7.7232402,6,72.49800885,spring,cotton
129.0,60.0,22.0,24.58453146,79.12404171,5.947448589000000,6,71.94608134,spring,cotton
107.0,45.0,25.0,23.086593300000000,83.55546146,7.2277455,6,71.84080724,spring,cotton
122.0,59.0,18.0,23.500099200000000,83.63488952,6.219469084000000,6,79.81328183,spring,cotton
140.0,38.0,15.0,24.147295300000000,75.88298598,6.021439523000000,6,69.91563467,spring,cotton
102.0,49.0,21.0,24.69315538,84.84422454,6.253343655000000,6,89.799462000,spring,cotton
111.0,40.0,25.0,24.484692,84.44932014,6.18745579900000,6,90.94342484,spring,cotton
131.0,35.0,18.0,24.49112609,82.24415809,7.0576934,6,64.02949379,spring,cotton
135.0,43.0,16.0,23.47986888,81.73049149,6.720449769000000,6,86.76287924,spring,cotton
100.0,46.0,18.0,24.18586246,76.04203958,6.4316895,6,69.08056728,spring,cotton
123.0,39.0,24.0,25.00755095,78.17952126,7.453106264000000,6,86.06411872,spring,cotton
117.0,56.0,15.0,25.99237426,77.054354600000000,7.368258226000000,6,89.118821200000000,spring,cotton
121.0,36.0,24.0,23.66457347,81.69105088,7.352401887000000,6,99.36898373,spring,cotton
101.0,58.0,18.0,25.66891439,81.38103349,6.652143699000000,6,78.59595817,spring,cotton
107.0,42.0,24.0,22.04612876,84.62978302,6.144631795000000,6,86.00758678,spring,cotton
100.0,41.0,22.0,22.420475200000000,84.55794703,7.31880216200000,6,93.46595573,spring,cotton
125.0,39.0,21.0,25.03149561,82.21276599,7.954629324000000,6,95.019131800000000,spring,cotton
105.0,60.0,23.0,23.53371386,77.21705554,6.207652157000000,6,87.54004943,spring,cotton
102.0,46.0,19.0,22.77076388,82.599330700000000,6.631005298000000,6,81.49543437,spring,cotton
131.0,49.0,22.0,25.49848236,79.975157900000000,7.30691881700000,6,67.05961949,spring,cotton
139.0,35.0,15.0,25.248679000,83.463014700000000,5.898293044000000,6,86.55517751,spring,cotton
108.0,36.0,19.0,22.78249615,77.51235009,7.238566893000000,6,64.61444234,spring,cotton
118.0,45.0,23.0,23.37044424,77.43198948,7.977651226000000,6,71.67870701,spring,cotton
107.0,51.0,22.0,24.86560781,78.22080815,5.983075895000000,6,79.56866268,spring,cotton
125.0,60.0,17.0,24.14386157,84.51591287,6.785723961000000,6,80.36146974,spring,cotton
113.0,37.0,20.0,25.03300222,79.04368718,7.393441155000000,6,97.10087029,spring,cotton
131.0,52.0,16.0,23.65724079,84.47601498,6.486068274000000,6,88.54479121,spring,cotton
115.0,48.0,16.0,25.54359718,84.09229796,7.175934962000000,6,88.94245493,spring,cotton
113.0,38.0,25.0,22.00085141,79.47270984,7.38826588800000,6,90.42224164,spring,cotton
111.0,41.0,18.0,23.64328417,78.125866600000000,6.10539819,6,80.96157332,spring,cotton
111.0,53.0,19.0,23.96436009,78.02763149,6.419536555000000,6,84.63148859,spring,cotton
122.0,48.0,16.0,24.65425757,75.635070800000000,6.307585854000000,6,61.82980133,spring,cotton
108.0,46.0,17.0,24.301799800000000,84.87668973,6.93221485,6,65.024786700000000,spring,cotton
132.0,41.0,22.0,24.29144926,81.02453404,7.810865753000000,6,90.41694635,spring,cotton
103.0,42.0,17.0,24.29470232,84.61527627,6.527541661000000,6,81.05902285,spring,cotton
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601000000,6,99.93100821,spring,cotton
127.0,37.0,18.0,24.87663664,76.30050373,7.041065585000000,6,91.922346800000000,spring,cotton
110.0,39.0,25.0,22.60612115,77.34264002,7.208795456000000,6,75.13617229,spring,cotton
131.0,38.0,19.0,23.86814008,75.68339729,6.814341946000000,6,90.454718500000000,spring,cotton
108.0,38.0,24.0,23.41022496,76.43836957,7.442217061000000,6,78.82199603,spring,cotton
122.0,40.0,17.0,24.96440768,81.31677618,6.854558957000000,6,80.03995829,spring,cotton
111.0,50.0,15.0,25.16820129,80.30351815,7.884550475000000,6,84.62419032,spring,cotton
140.0,40.0,17.0,22.72767171,77.07598065,6.006085786000000,6,77.55176318,spring,cotton
100.0,40.0,20.0,22.45145981,76.25674874,7.432043735000000,6,86.84998693,spring,cotton
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108000000,6,70.65644296,spring,cotton
107.0,36.0,21.0,25.29250148,75.66653335,6.205263534000000,6,62.64174227,spring,cotton
118.0,50.0,19.0,22.95604064,82.33733678,6.360812227000000,6,66.48339303,spring,cotton
103.0,51.0,20.0,22.80213132,84.14668447,7.0466074,6,91.638956500000000,spring,cotton
133.0,57.0,19.0,23.54234715,75.98203329,7.947011366000000,6,84.12536744,spring,cotton
129.0,47.0,20.0,24.41212325,80.80343786,6.28191385800000,6,98.60457373,spring,cotton
116.0,52.0,19.0,22.94276687,75.37170612,6.114525877000000,6,67.08022574,spring,cotton
114.0,40.0,23.0,25.53676123,81.13668716,6.7539781,6,95.426259900000000,spring,cotton
131.0,60.0,17.0,25.32023717,81.79475917,7.4250413,6,83.46532547,spring,cotton
107.0,43.0,18.0,22.426733000,81.53480799,6.745104394000000,6,65.54475812,spring,cotton
123.0,44.0,21.0,25.78544484,75.00539324,7.6411166,6,91.39578861,spring,cotton
112.0,49.0,25.0,25.68959532,77.90621048,6.470135478000000,6,66.19426787,spring,cotton
119.0,44.0,15.0,22.14593688,82.859755,7.091992365000000,6,60.65381719,spring,cotton
130.0,59.0,19.0,25.07278712,82.50257909,6.520403794000000,6,93.51042684,spring,cotton
127.0,53.0,24.0,22.21506982,76.17851932,6.12793962800000,6,70.40557612,spring,cotton
134.0,52.0,18.0,23.964312900000000,76.59175937,7.99467950700000,6,76.13090645,spring,cotton
109.0,36.0,18.0,25.40059227,76.53237965,7.524707577000000,6,62.513887,spring,cotton
100.0,48.0,17.0,23.780512300000000,83.03878838,7.82787781800000,6,66.26555904,spring,cotton
132.0,52.0,19.0,24.16402322,76.743389700000000,6.436691764000000,6,61.94626051,spring,cotton
102.0,37.0,25.0,25.31468463,77.91757121,5.907930899000000,6,72.82902109,spring,cotton
111.0,39.0,22.0,22.60361557,80.350905,6.135025006000000,6,88.57395505,spring,cotton
117.0,51.0,15.0,22.953571500000000,78.71555832,6.044556594000000,6,99.75336197,spring,cotton
136.0,36.0,24.0,22.74446976,80.41198458,7.59781958,6,90.07326633,spring,cotton
134.0,56.0,18.0,23.80834611,83.91902605,6.691268104000000,6,70.97358303,spring,cotton
112.0,54.0,15.0,25.46228792,81.56641891,6.1754923,6,76.88582484,spring,cotton
105.0,56.0,15.0,25.96779712,81.97904282,7.27231620900000,6,74.14169043,spring,cotton
140.0,45.0,15.0,25.530827100000000,80.04662756,5.801047545000000,6,99.39557151,spring,cotton
126.0,46.0,25.0,24.43847399,81.69801729,6.757457943000000,6,60.79645852,spring,cotton
106.0,49.0,24.0,23.03887865,76.47039772,6.98339557300000,6,90.64770699,spring,cotton
121.0,53.0,19.0,23.51308653,76.72621429,7.97688949800000,6,80.11272117,spring,cotton
108.0,60.0,17.0,22.75805656,76.75768356,6.558902588000000,6,97.76600619,spring,cotton
116.0,56.0,17.0,24.71252544,77.729311400000000,7.979090365000000,6,85.24963302,spring,cotton
100.0,52.0,19.0,23.45969093,82.44777468,7.90352867300000,6,93.50153555,spring,cotton
129.0,43.0,16.0,25.550370400000000,77.85055621,6.73210948,6,78.58488484,spring,cotton
118.0,44.0,23.0,22.08458267,82.82904143,6.6916905,6,67.06459777,spring,cotton
117.0,43.0,25.0,24.68854799,78.51206972,7.839849298000000,6,69.31153566,spring,cotton
126.0,37.0,21.0,25.84997269,84.16855231,6.61448588,6,77.03421249,spring,cotton
120.0,48.0,16.0,22.46054478,75.40989245,7.456971816000000,6,71.85436078,spring,cotton
102.0,45.0,16.0,23.65629976,77.52425987,7.294219300000000,6,74.898499400000000,spring,cotton
131.0,56.0,20.0,22.00817088,81.83896111,7.762647875000000,6,92.23645249,spring,cotton
114.0,40.0,17.0,24.32630461,80.13456404,6.36340610200000,6,69.45072055,spring,cotton
101.0,37.0,18.0,22.92360984,82.68738535,7.63737841,6,92.91915074,spring,cotton
106.0,46.0,20.0,23.43821725,78.63388824,6.2006720,6,81.15072105,spring,cotton
113.0,38.0,20.0,22.10718988,78.58320116,6.364729934000000,6,74.94136567,spring,cotton
102.0,53.0,21.0,23.03814028,76.11021529,6.913678684000000,6,91.49697481,spring,cotton
110.0,39.0,18.0,24.54795322,75.39752705,7.76625976900000,6,63.88079866,spring,cotton
107.0,58.0,15.0,23.73868041,75.77503808,7.55606399,6,76.63669195,spring,cotton
120.0,60.0,15.0,22.31871914,83.86129998,7.288377241000000,6,65.35747011,spring,cotton
24.0,130.0,195.0,29.99677232,81.54156612,6.112305667000000,60,67.12534492,spring or fall,grapes
13.0,144.0,204.0,30.728040400000000,82.42614055,6.09224162700000,60,68.38135469,spring or fall,grapes
22.0,123.0,205.0,32.44577836,83.88504863,5.896343436000000,60,68.73932528,spring or fall,grapes
36.0,125.0,196.0,37.46566825,80.65968681,6.15526103,60,66.83872293,spring or fall,grapes
24.0,131.0,196.0,22.03296178,83.74372787,5.732453638000000,60,65.34440794,spring or fall,grapes
2.0,123.0,198.0,39.64851881,82.21079946,6.253034534000000,60,70.39906054,spring or fall,grapes
35.0,140.0,197.0,16.77557314,82.75241875,6.10619055700000,60,66.76285469,spring or fall,grapes
11.0,122.0,195.0,12.14190714,83.56812483,5.647202395000000,60,69.63122027,spring or fall,grapes
6.0,123.0,203.0,12.756796200000000,81.62497448,6.130310493000000,60,66.77844567,spring or fall,grapes
17.0,134.0,204.0,39.04071989,80.18393287,6.499604931000000,60,73.88467027,spring or fall,grapes
25.0,130.0,197.0,39.70772192,82.68593454,5.554831977000000,60,74.91506217,spring or fall,grapes
27.0,145.0,205.0,9.467960445000000,82.29335466,5.800242694000000,60,66.02765219,spring or fall,grapes
9.0,122.0,201.0,29.58748357,80.91934392,5.570290539000000,60,68.06417307,spring or fall,grapes
16.0,139.0,203.0,17.82803682,80.96093443,6.27564088,60,65.84748763,spring or fall,grapes
32.0,141.0,204.0,8.825674745000000,82.89753705,5.536645599000000,60,67.235765000,spring or fall,grapes
22.0,138.0,195.0,27.83487131,83.51444973,6.208196881000000,60,73.02882766,spring or fall,grapes
31.0,144.0,202.0,11.02105378,80.55557235,5.870600622000000,60,68.23963161,spring or fall,grapes
3.0,136.0,205.0,17.586294400000000,80.84806564,6.334771461000000,60,71.406545,spring or fall,grapes
28.0,122.0,197.0,19.89363946,82.73366439,5.856575335000000,60,69.66256816,spring or fall,grapes
4.0,136.0,204.0,29.93707596,81.77713468,5.898944282000000,60,65.52279323,spring or fall,grapes
39.0,145.0,201.0,36.73126647,80.58931938,5.775600435000000,60,72.24230804,spring or fall,grapes
38.0,132.0,197.0,20.42094753,81.54185044,5.931101816000000,60,66.93065667,spring or fall,grapes
36.0,133.0,198.0,25.51939719,83.98351748,6.228645400000000,60,69.17281221,spring or fall,grapes
25.0,121.0,201.0,30.50734778,82.71775569,5.59424060300000,60,70.08200379,spring or fall,grapes
15.0,125.0,199.0,18.42699360000000,80.55625868,5.569230319000000,60,69.75734306,spring or fall,grapes
24.0,140.0,205.0,12.087022000,83.59398734,5.93202852,60,68.66813363,spring or fall,grapes
13.0,132.0,203.0,23.60115364,82.48336987,6.423216506000000,60,73.23901752,spring or fall,grapes
5.0,126.0,197.0,12.80000387,81.20876367,6.417500829000000,60,67.10439401,spring or fall,grapes
30.0,120.0,200.0,38.06099482,82.24729637,6.234904253000000,60,65.70148216,spring or fall,grapes
23.0,142.0,197.0,39.06555518,82.03812973,6.000573725000000,60,69.30772897,spring or fall,grapes
26.0,135.0,203.0,33.78372897,81.16314317,5.6851028,60,74.53557341,spring or fall,grapes
7.0,126.0,203.0,16.76201707,82.00335557,5.662140095000000,60,73.28712806,spring or fall,grapes
32.0,139.0,198.0,35.89307536,82.66850729,6.358186848000000,60,66.53946559,spring or fall,grapes
9.0,141.0,202.0,21.01245395,81.17931863,6.119495295000000,60,66.38448261,spring or fall,grapes
20.0,142.0,196.0,10.89875873,80.01639435,6.20760078300000,60,68.69420397,spring or fall,grapes
32.0,129.0,201.0,16.36251869,83.00471609,6.48754639,60,71.55665483,spring or fall,grapes
3.0,134.0,199.0,20.28370163,81.32235739,5.81717753,60,71.06611222,spring or fall,grapes
38.0,138.0,204.0,25.11108456,83.25447587,6.325480034000000,60,73.01026829,spring or fall,grapes
14.0,131.0,198.0,33.464116200000000,83.86742974,5.562790949000000,60,67.92204319,spring or fall,grapes
20.0,122.0,204.0,11.797646900000000,80.86325389,6.487369687000000,60,65.06962486,spring or fall,grapes
40.0,126.0,201.0,11.36300891,80.03100049,6.116982944000000,60,71.18289431,spring or fall,grapes
36.0,128.0,204.0,25.23542319,80.68700527,5.695792761000000,60,67.03840888,spring or fall,grapes
11.0,132.0,197.0,15.99050693,81.23966573,5.7343170,60,74.40198861,spring or fall,grapes
0.0,137.0,195.0,22.435901700000000,80.18612085,6.32949983200000,60,65.397316800000000,spring or fall,grapes
19.0,123.0,200.0,34.76086052,81.03544763,6.167013532000000,60,65.70430027,spring or fall,grapes
31.0,136.0,197.0,31.11047251,83.34010951,5.65377605800000,60,71.43001582,spring or fall,grapes
4.0,134.0,200.0,28.57828803,80.95628959,5.840256272000000,60,73.34232097,spring or fall,grapes
39.0,139.0,201.0,41.18664903,81.01783402,5.5399808,60,68.68895899,spring or fall,grapes
8.0,127.0,196.0,27.02766138,83.17093908,5.833302165000000,60,70.95666003,spring or fall,grapes
39.0,138.0,203.0,21.19339319,82.33098331,6.399433771000000,60,74.62834921,spring or fall,grapes
32.0,120.0,204.0,10.38004759,83.44518113,6.138958698000000,60,67.391738,spring or fall,grapes
12.0,142.0,203.0,31.311597800000000,82.56407013,5.97285083800000,60,65.01095312,spring or fall,grapes
8.0,133.0,195.0,20.46657776,80.97598029,6.456079585000000,60,71.29813872,spring or fall,grapes
8.0,139.0,199.0,29.36947679,81.53996362,6.3364267,60,66.13442813,spring or fall,grapes
21.0,134.0,202.0,10.72302459,80.02130636,6.425419926000000,60,65.298211,spring or fall,grapes
40.0,140.0,195.0,14.97846952,80.49979873,6.2943957,60,71.63437433,spring or fall,grapes
39.0,127.0,202.0,15.324665100000000,81.67215994,6.477768039000000,60,71.60102999,spring or fall,grapes
19.0,120.0,195.0,18.73932187,81.12109244,5.931538447000000,60,73.55807954,spring or fall,grapes
21.0,139.0,201.0,19.364255300000000,83.36094029,5.980598579000000,60,67.15094741,spring or fall,grapes
17.0,136.0,195.0,41.20733624,81.61051026,6.389783283000000,60,65.90227462,spring or fall,grapes
33.0,139.0,203.0,33.34214482,82.51034633,5.693287415000000,60,70.68098614,spring or fall,grapes
22.0,133.0,201.0,23.81995682,80.12211649,6.00299607,60,67.273986,spring or fall,grapes
32.0,130.0,196.0,40.66012294,81.24995984,6.372959542000000,60,74.03030056,spring or fall,grapes
37.0,135.0,205.0,11.82768186,80.282718500000000,5.51092484900000,60,74.10225057,spring or fall,grapes
15.0,140.0,195.0,13.28504331,83.54193816,5.69945282,60,65.80006004,spring or fall,grapes
39.0,132.0,196.0,35.83089092,83.32560104,5.778594403000000,60,73.67984885,spring or fall,grapes
40.0,121.0,199.0,26.18159716,81.03886263,6.315586313000000,60,66.05911698,spring or fall,grapes
40.0,132.0,202.0,24.57558351,80.70695797,5.9718130,60,69.706113000,spring or fall,grapes
29.0,142.0,203.0,29.67229086,83.71498986,5.891195653000000,60,66.48490371,spring or fall,grapes
32.0,121.0,199.0,39.37102553,81.25353895,6.129812716000000,60,74.08101744,spring or fall,grapes
6.0,140.0,205.0,17.66558428,82.92903419,6.313085601000000,60,69.867126300000000,spring or fall,grapes
8.0,120.0,196.0,24.06679352,82.66396666,6.053662544000000,60,69.81855775,spring or fall,grapes
34.0,133.0,202.0,15.31413469,80.09711412,5.804799142000000,60,74.82144653,spring or fall,grapes
35.0,135.0,199.0,21.77466746,80.54942557,6.400719746000000,60,69.39630398,spring or fall,grapes
16.0,145.0,199.0,26.91624843,80.76838926,5.953966361000000,60,69.30927185,spring or fall,grapes
8.0,136.0,201.0,41.65602996,82.22118237,5.6092560,60,74.19664838,spring or fall,grapes
25.0,129.0,195.0,17.98667801,81.17712085,5.77727149200000,60,72.37127689,spring or fall,grapes
16.0,130.0,201.0,29.12033769,82.79092939,5.682395429000000,60,68.850304700000000,spring or fall,grapes
39.0,129.0,203.0,34.38922481,83.18392806,5.863996687000000,60,71.03001556,spring or fall,grapes
38.0,135.0,203.0,41.36106301,82.79782954,6.444373116000000,60,69.92107482,spring or fall,grapes
33.0,120.0,205.0,35.12158265,82.26890793,5.55083217800000,60,69.71518491,spring or fall,grapes
35.0,125.0,204.0,19.649177200000000,80.15215777,6.10774178800000,60,73.69529586,spring or fall,grapes
1.0,132.0,200.0,16.27852801,82.94270065,5.620745638000000,60,66.57462809,spring or fall,grapes
39.0,140.0,203.0,21.11903604,80.63399198,6.349875906000000,60,69.27779761,spring or fall,grapes
28.0,145.0,202.0,19.207770700000000,82.904284,6.484323189000000,60,66.83113717,spring or fall,grapes
6.0,128.0,200.0,25.96308415,82.57813624,5.838748311000000,60,70.31782647,spring or fall,grapes
6.0,139.0,199.0,25.67385024,81.621213500000000,6.29099842,60,74.10919422,spring or fall,grapes
29.0,122.0,196.0,41.94865736,81.15595212,5.638328481000000,60,73.06862952,spring or fall,grapes
37.0,144.0,197.0,11.18994268,80.808430500000000,6.415555956000000,60,66.34234944,spring or fall,grapes
38.0,120.0,197.0,17.543829600000000,82.94703302,6.323722572000000,60,73.77063744,spring or fall,grapes
38.0,141.0,198.0,13.05809741,80.28297993,5.757009965000000,60,70.75633584,spring or fall,grapes
14.0,121.0,203.0,9.724457611000000,83.74765639,6.1586894,60,74.46411148,spring or fall,grapes
6.0,125.0,204.0,27.92004934,82.93262435,5.7335398,60,69.92092839,spring or fall,grapes
32.0,138.0,197.0,9.535585543000000,80.73112694,5.90872433700000,60,69.44115171,spring or fall,grapes
11.0,124.0,204.0,13.42988625,80.06633966,6.36114110700000,60,71.40043037,spring or fall,grapes
23.0,138.0,200.0,9.851242629000000,80.22631717,5.96537863,60,68.42802444,spring or fall,grapes
40.0,143.0,201.0,24.97256132,82.72828653,6.476757723000000,60,66.70016285,spring or fall,grapes
6.0,142.0,202.0,27.23708304,82.94573346,6.224542938000000,60,70.42508897,spring or fall,grapes
37.0,124.0,195.0,18.70679077,83.479529200000000,6.209928251000000,60,66.596448800000000,spring or fall,grapes
35.0,134.0,204.0,9.949929082000000,82.55138983,5.841138354000000,60,66.00817551,spring or fall,grapes
89.0,47.0,38.0,25.52468965,72.24850829,6.002524871000000,5,151.886997200000000,summer,jute
60.0,37.0,39.0,26.59104992,82.94164078,6.03348525700000,5,161.246999700000000,summer,jute
63.0,41.0,45.0,25.29781791,86.887054,7.12193357900000,5,196.624951100000000,summer,jute
86.0,40.0,39.0,25.72100868,88.16513579,6.207459637000000,5,175.608670,summer,jute
96.0,41.0,40.0,23.58419277,72.00460848,6.090060478000000,5,190.424215700000000,summer,jute
100.0,35.0,36.0,25.31042337,72.01364411,6.346715209000000,5,190.557761800000000,summer,jute
63.0,37.0,43.0,23.41798979,85.08640476,6.66195789700000,5,185.744672800000000,summer,jute
70.0,43.0,40.0,24.35564134,88.80391021,6.176860192000000,5,169.116803,summer,jute
67.0,55.0,44.0,26.284017000,75.14640198,7.251847296000000,5,182.268544700000000,summer,jute
74.0,40.0,40.0,25.13842773,83.12053888,6.38625997800000,5,169.338847,summer,jute
89.0,53.0,44.0,24.88692811,71.91711523,7.319735475000000,5,150.249867500000000,summer,jute
74.0,46.0,45.0,25.75734909,88.36668522,6.02502899700000,5,189.426348500000000,summer,jute
89.0,41.0,38.0,23.12844351,74.68322732,6.34475194700000,5,199.836291,summer,jute
60.0,55.0,40.0,24.994995700000000,88.95692783,7.02777956,5,151.493563500000000,summer,jute
67.0,43.0,38.0,25.21622704,70.88259632,7.299304715000000,5,195.864555200000000,summer,jute
70.0,38.0,35.0,24.39736241,79.26861738,7.014063944000000,5,164.269701100000000,summer,jute
74.0,49.0,38.0,23.31410442,71.450905300000000,7.4880144,5,164.497037,summer,jute
90.0,40.0,39.0,25.72668885,81.86171563,6.626503893000000,5,191.964938900000000,summer,jute
82.0,35.0,44.0,26.96656378,78.21047693,6.239011000,5,169.839117700000000,summer,jute
73.0,45.0,37.0,23.70467146,74.63745355,6.742688094000000,5,181.278396400000000,summer,jute
85.0,53.0,38.0,24.90075709,73.84186449,6.588017308000000,5,153.899098400000000,summer,jute
81.0,56.0,36.0,23.39605743,72.60512854,7.097586415000000,5,174.787641,summer,jute
84.0,55.0,38.0,26.874838900000000,79.78725152,6.95668274300000,5,173.101709700000000,summer,jute
80.0,45.0,42.0,23.142649800000000,74.99739774,7.380396262000000,5,151.903547700000000,summer,jute
76.0,54.0,45.0,24.29496635,77.62976013,6.176618831000000,5,184.980051600000000,summer,jute
76.0,56.0,39.0,24.39459498,89.89106506,6.551130445000000,5,197.122004900000000,summer,jute
81.0,40.0,45.0,25.762942900000000,80.76238215,6.427726565000000,5,174.507184300000000,summer,jute
76.0,44.0,45.0,25.487968400000000,84.48235878,6.740947635000000,5,168.784888600000000,summer,jute
69.0,47.0,40.0,25.37122686,76.240366600000000,6.130136384000000,5,183.827079100000000,summer,jute
82.0,40.0,45.0,26.21312799,81.70476368,6.667633355000000,5,180.123776500000000,summer,jute
69.0,57.0,35.0,24.30748599,78.54340987,6.1868144,5,186.233757100000000,summer,jute
81.0,36.0,38.0,23.76554749,87.98329901,6.334837865000000,5,150.316615,summer,jute
67.0,60.0,38.0,24.79853023,78.53037059,7.16214284,5,162.284742900000000,summer,jute
72.0,51.0,40.0,23.20683504,74.09956958,7.422318499000000,5,199.476677900000000,summer,jute
65.0,39.0,45.0,23.66805429,70.89000744,6.768001309000000,5,184.463328100000000,summer,jute
78.0,50.0,43.0,25.12417673,85.72530641,6.348441469000000,5,159.571808700000000,summer,jute
77.0,52.0,41.0,23.89069041,83.46409075,6.097294061000000,5,167.723063,summer,jute
89.0,52.0,42.0,23.09433785,81.45139295,6.14132902,5,196.658701300000000,summer,jute
62.0,49.0,37.0,24.21744605,82.85284045,7.479248124000000,5,166.136589,summer,jute
90.0,48.0,45.0,24.06475727,71.31342851,6.50917478900000,5,153.639021,summer,jute
66.0,47.0,36.0,24.85441411,74.440705,6.57256106,5,175.572958000,summer,jute
80.0,52.0,39.0,26.41915161,76.85691248,7.165696848000000,5,197.210178200000000,summer,jute
89.0,52.0,45.0,24.89326318,77.01222585,7.20745720800000,5,196.469984000,summer,jute
77.0,51.0,44.0,23.25583402,82.701593200000000,7.12433354700000,5,166.216084600000000,summer,jute
94.0,37.0,41.0,24.763451800000000,87.06071115,6.4635387,5,179.163086500000000,summer,jute
75.0,41.0,35.0,24.97042599,78.62697699,6.856833064000000,5,166.641525400000000,summer,jute
60.0,55.0,36.0,26.12797248,80.49172597,7.132389299000000,5,150.632687400000000,summer,jute
62.0,56.0,35.0,25.97825807,81.65769588,6.23535763800000,5,163.348809100000000,summer,jute
84.0,40.0,42.0,26.283057100000000,73.35763537,6.704273839000000,5,186.689828200000000,summer,jute
100.0,56.0,40.0,26.38905406,83.31240346,7.433313409000000,5,176.151640900000000,summer,jute
75.0,56.0,44.0,25.274633500000000,73.745958100000000,6.109478059000000,5,168.043228200000000,summer,jute
78.0,46.0,42.0,23.09499564,78.45959697,7.095413294000000,5,155.385153300000000,summer,jute
82.0,48.0,36.0,25.79351957,81.76904006,6.35207678300000,5,193.241838200000000,summer,jute
100.0,58.0,41.0,23.17403323,87.88255345,6.6587700,5,160.621734200000000,summer,jute
88.0,50.0,40.0,25.63215038,79.95150917,7.0518225,5,182.258227700000000,summer,jute
67.0,41.0,40.0,25.848795,87.81661683,7.333143205000000,5,152.619440300000000,summer,jute
72.0,42.0,43.0,26.56767277,80.90424543,6.352771037000000,5,181.291560500000000,summer,jute
89.0,40.0,43.0,26.24532085,72.97198375,7.124050134000000,5,189.971118400000000,summer,jute
